,change_2
112440,-0.28
112441,-0.09
112442,0.27
112443,0.02
112444,-0.14
112445,-0.13
112446,0.06
112447,0.02
112448,-0.04
112449,0.12
112450,0.14
112451,0.28
112452,0.22
112453,0.16
112454,-0.03
112455,-0.04
112456,-0.03
112457,-0.05
112458,-0.11
112459,-0.36
112460,-0.16
112461,0.18
112462,0.19
112463,0.16
112464,0.11
112465,-0.11
112466,-0.17
112467,-0.3
112468,-0.08
112469,0.18
112470,0.18
112471,0.27
112472,0.22
112473,0.08
112474,0.03
112475,0.08
112476,-0.03
112477,-0.08
112478,-0.07
112479,-0.02
112480,-0.06
112481,7.63
112482,7.7
112483,-0.04
112484,0.16
112485,0.23
112486,0.07
112487,0.05
112488,0.03
112489,-0.08
112490,-0.0
112491,0.25
112492,0.26
112493,0.29
112494,0.32
112495,-0.06
112496,0.11
112497,0.38
112498,-0.09
112499,-0.4
112500,0.02
112501,0.24
112502,-0.0
112503,0.05
112504,0.12
112505,0.14
112506,-0.04
112507,-0.19
112508,-0.04
112509,0.02
112510,0.0
112511,0.32
112512,0.34
112513,-0.01
112514,0.23
112515,0.35
112516,-0.02
112517,-0.04
112518,0.06
112519,0.01
112520,0.07
112521,0.16
112522,0.19
112523,-0.01
112524,-0.07
112525,-0.17
112526,-0.1
112527,0.08
112528,-0.42
112529,-0.39
112530,-0.06
112531,0.0
112532,0.19
112533,0.06
112534,0.12
112535,0.23
112536,0.04
112537,-0.1
112538,0.05
112539,0.06
112540,-0.02
112541,0.04
112542,0.04
112543,0.14
112544,0.01
112545,-0.27
112546,-0.21
112547,-0.14
112548,-0.15
112549,-0.03
112550,0.12
112551,-0.03
112552,-0.32
112553,-0.18
112554,0.02
112555,-0.04
112556,-0.41
112557,-0.52
112558,-0.21
112559,-0.15
112560,-0.04
112561,0.36
112562,0.39
112563,0.16
112564,0.2
112565,0.13
112566,-0.03
112567,-0.11
112568,-0.01
112569,-0.17
112570,-0.26
112571,0.13
112572,-0.07
112573,-0.04
112574,0.06
112575,-0.3
112576,-0.14
112577,-0.03
112578,-0.32
112579,-0.41
112580,-0.15
112581,0.23
112582,0.34
112583,0.01
112584,-0.09
112585,-0.14
112586,0.08
112587,0.38
112588,0.1
112589,-0.06
112590,-0.03
112591,0.12
112592,0.11
112593,-0.02
112594,-0.06
112595,-0.1
112596,0.02
112597,0.02
112598,-0.12
112599,0.11
112600,0.33
112601,0.28
112602,0.1
112603,0.05
112604,-0.01
112605,-0.14
112606,-0.14
112607,-0.18
112608,-0.03
112609,0.0
112610,-0.42
112611,-0.27
112612,0.04
112613,-0.04
112614,0.06
112615,0.16
112616,0.05
112617,0.04
112618,0.15
112619,0.08
112620,0.11
112621,0.01
112622,-0.14
112623,-0.1
112624,0.05
112625,0.08
112626,-0.07
112627,-0.03
112628,0.02
112629,-0.03
112630,0.15
112631,-0.0
112632,-0.26
112633,0.06
112634,0.21
112635,0.21
112636,0.07
112637,-0.14
112638,-0.13
112639,0.0
112640,0.03
112641,-0.13
112642,-0.18
112643,-0.12
112644,0.01
112645,0.04
112646,0.03
112647,0.15
112648,0.16
112649,-0.03
112650,-0.03
112651,0.06
112652,0.07
112653,0.14
112654,0.15
112655,0.03
112656,-0.15
112657,-0.09
112658,-0.02
112659,0.1
112660,0.03
112661,0.0
112662,0.24
112663,0.24
112664,-0.05
112665,-0.13
112666,-0.04
112667,-0.08
112668,-0.06
112669,-0.02
112670,0.01
112671,0.18
112672,0.13
112673,-0.07
112674,0.04
112675,0.15
112676,0.23
112677,0.19
112678,-0.04
112679,-0.17
112680,-0.06
112681,-0.06
112682,-0.11
112683,-0.1
112684,-0.06
112685,0.02
112686,-0.01
112687,0.08
112688,0.24
112689,0.25
112690,0.09
112691,-0.06
112692,-0.02
112693,0.05
112694,-0.06
112695,-0.1
112696,-0.15
112697,-0.17
112698,0.06
112699,0.06
112700,-0.01
112701,0.13
112702,0.02
112703,-0.08
112704,0.16
112705,0.06
112706,-0.15
112707,-0.19
112708,-0.3
112709,-0.05
112710,0.11
112711,0.02
112712,0.18
112713,0.05
112714,-0.12
112715,0.03
112716,0.08
112717,-0.01
112718,-0.12
112719,-0.03
112720,-0.1
112721,-7.73
112722,-7.68
112723,-0.25
112724,-0.16
112725,0.06
112726,0.04
112727,-0.02
112728,-0.17
112729,-0.13
112730,-0.19
112731,-0.2
112732,-0.04
112733,-0.07
112734,-0.04
112735,0.18
112736,0.13
112737,-0.28
112738,-0.12
112739,0.04
112740,-0.0
112741,0.19
112742,0.16
112743,0.07
112744,0.1
112745,-0.02
112746,-0.13
112747,-0.19
112748,0.02
112749,0.36
112750,0.24
112751,0.17
112752,0.15
112753,-0.12
112754,0.06
112755,0.18
112756,-0.06
112757,0.02
112758,0.03
112759,-0.04
112760,0.01
112761,-0.08
112762,-0.06
112763,-0.01
112764,0.05
112765,0.15
112766,0.03
112767,-0.01
112768,-0.02
112769,-0.1
112770,0.02
112771,0.25
112772,0.19
112773,0.01
112774,-0.06
112775,-0.04
112776,-0.06
112777,-0.09
112778,-0.09
112779,-0.05
112780,-0.05
112781,-0.01
112782,-0.07
112783,-0.29
112784,-0.18
112785,-0.05
112786,0.05
112787,0.04
112788,0.08
112789,0.24
112790,0.37
112791,0.11
112792,-0.08
112793,0.27
112794,0.11
112795,-0.13
112796,-0.09
112797,-0.1
112798,-0.03
112799,0.04
112800,0.05
112801,0.26
112802,0.14
112803,-0.13
112804,-0.11
112805,0.04
112806,0.08
112807,-0.02
112808,-0.02
112809,0.13
112810,0.13
112811,-0.02
112812,0.01
112813,0.1
112814,0.07
112815,-0.02
112816,0.01
112817,-0.06
112818,-0.11
112819,0.0
112820,-0.03
112821,-0.03
112822,0.04
112823,0.03
112824,0.05
112825,-0.03
112826,-0.17
112827,0.01
112828,0.1
112829,-0.04
112830,-0.04
112831,0.01
112832,-0.04
112833,-0.11
112834,0.03
112835,-0.0
112836,-0.14
112837,0.0
112838,0.03
112839,0.02
112840,0.13
112841,0.24
112842,-0.0
112843,-0.37
112844,-0.19
112845,-0.03
112846,-0.06
112847,0.05
112848,-0.06
112849,-0.22
112850,0.02
112851,0.2
112852,0.1
112853,0.13
112854,0.13
112855,-0.06
112856,-0.22
112857,-0.39
112858,-0.18
112859,0.01
112860,0.05
112861,0.08
112862,0.04
112863,0.1
112864,0.13
112865,-0.09
112866,-0.08
112867,0.0
112868,-0.05
112869,-0.05
112870,-0.06
112871,0.13
112872,0.15
112873,-0.13
112874,-0.24
112875,-0.09
112876,-0.15
112877,-0.11
112878,0.09
112879,0.14
112880,0.15
112881,-0.05
112882,-0.1
112883,0.1
112884,0.12
112885,0.03
112886,0.09
112887,0.04
112888,0.01
112889,0.1
112890,0.0
112891,-0.05
112892,-0.01
112893,0.12
112894,0.2
112895,0.17
112896,0.14
112897,0.18
112898,0.26
112899,0.22
112900,0.07
112901,0.22
112902,0.14
112903,-0.12
112904,-0.24
112905,-0.12
112906,-0.02
112907,-0.14
112908,0.0
112909,0.07
112910,0.08
112911,0.14
112912,0.1
112913,-0.03
112914,0.17
112915,0.2
112916,-0.07
112917,-0.15
112918,-0.05
112919,-0.07
112920,-0.05
112921,-0.05
112922,-0.0
112923,0.19
112924,0.01
112925,-0.03
112926,0.02
112927,-0.05
112928,-0.04
112929,-0.05
112930,-0.09
112931,0.01
112932,0.02
112933,-0.05
112934,-0.05
112935,-0.15
112936,-0.19
112937,-0.08
112938,0.05
112939,0.07
112940,0.06
112941,0.09
112942,0.03
112943,-0.09
112944,-0.02
112945,0.07
112946,-0.02
112947,0.0
112948,0.03
112949,0.0
112950,-0.0
112951,-0.03
112952,-0.08
112953,-0.27
112954,-0.24
112955,0.04
112956,0.1
112957,0.06
112958,0.03
112959,0.04
112960,0.07
112961,0.21
112962,0.14
112963,-0.13
112964,-0.08
112965,-0.06
112966,-0.15
112967,-0.19
112968,-0.07
112969,-0.01
112970,0.03
112971,0.03
112972,-0.08
112973,-0.03
112974,-0.04
112975,-0.01
112976,-0.1
112977,0.01
112978,0.23
112979,0.07
112980,-0.02
112981,-0.07
112982,-0.05
112983,0.11
112984,0.14
112985,0.08
112986,0.01
112987,-0.05
112988,-0.1
112989,0.04
112990,0.18
112991,0.09
112992,-0.04
112993,-0.11
112994,-0.07
112995,-0.0
112996,0.05
112997,0.06
112998,0.0
112999,-0.01
113000,0.16
113001,0.16
113002,-0.04
113003,-0.06
113004,0.02
113005,0.01
113006,0.09
113007,0.22
113008,0.16
113009,0.13
113010,0.13
113011,-0.05
113012,-0.09
113013,0.02
113014,0.05
113015,-0.04
113016,-0.09
113017,-0.05
113018,-0.07
113019,0.05
113020,-0.01
113021,0.03
113022,0.16
113023,-0.1
113024,-0.22
113025,-0.04
113026,-0.07
113027,-0.03
113028,0.08
113029,-0.06
113030,-0.08
113031,-0.01
113032,0.05
113033,0.05
113034,-0.06
113035,0.04
113036,0.11
113037,-0.12
113038,-0.23
113039,-0.06
113040,0.06
113041,0.01
113042,-0.06
113043,-0.1
113044,0.04
113045,0.08
113046,-0.0
113047,0.09
113048,0.06
113049,-0.07
113050,0.03
113051,0.18
113052,0.18
113053,-0.02
113054,-0.18
113055,-0.08
113056,-0.03
113057,0.13
113058,0.29
113059,0.2
113060,0.12
113061,-0.02
113062,0.02
113063,0.15
113064,0.01
113065,0.05
113066,0.05
113067,-0.16
113068,-0.03
113069,0.03
113070,-0.02
113071,0.1
113072,0.13
113073,0.09
113074,0.05
113075,-0.06
113076,-0.05
113077,0.09
113078,0.25
113079,0.27
113080,0.08
113081,0.11
113082,0.22
113083,0.06
113084,0.15
113085,0.17
113086,-0.17
113087,-0.02
113088,0.03
113089,-0.1
113090,0.13
113091,0.24
113092,0.04
113093,-0.09
113094,-0.03
113095,-0.04
113096,0.01
113097,-0.12
113098,-0.16
113099,-0.01
113100,-0.05
113101,-0.03
113102,-0.0
113103,-0.03
113104,0.01
113105,-0.03
113106,-0.09
113107,-0.18
113108,-0.19
113109,-0.02
113110,-0.08
113111,0.05
113112,0.27
113113,0.02
113114,0.06
113115,0.02
113116,-0.15
113117,-0.21
113118,-0.26
113119,-0.16
113120,0.02
113121,0.03
113122,-0.02
113123,0.26
113124,0.09
113125,-0.1
113126,0.18
113127,0.17
113128,0.07
113129,0.08
113130,-0.06
113131,0.06
113132,0.24
113133,0.16
113134,0.11
113135,-0.08
113136,-0.19
113137,-0.04
113138,-0.01
113139,-0.08
113140,-0.02
113141,-0.03
113142,-0.15
113143,-0.07
113144,0.17
113145,0.23
113146,-0.1
113147,-0.25
113148,-0.08
113149,0.04
113150,-0.02
113151,-0.17
113152,-0.09
113153,0.08
113154,0.06
113155,-0.02
113156,0.08
113157,-0.02
113158,-0.11
113159,-0.03
113160,0.02
113161,0.15
113162,0.09
113163,0.06
113164,0.09
113165,0.05
113166,-0.07
113167,-0.07
113168,0.1
113169,0.07
113170,-0.03
113171,0.11
113172,0.21
113173,0.14
113174,-0.06
113175,-0.02
113176,-0.04
113177,-0.34
113178,-0.32
113179,0.0
113180,0.06
113181,0.06
113182,0.15
113183,0.01
113184,-0.07
113185,0.02
113186,0.09
113187,-0.03
113188,-0.13
113189,-0.17
113190,-0.09
113191,0.06
113192,0.14
113193,-0.02
113194,0.03
113195,0.13
113196,0.15
113197,0.25
113198,0.03
113199,0.07
113200,0.18
113201,6.15
113202,5.88
113203,0.05
113204,0.55
113205,0.08
113206,-0.11
113207,0.01
113208,-0.07
113209,0.04
113210,0.04
113211,0.13
113212,0.16
113213,0.11
113214,-0.05
113215,-0.05
113216,0.18
113217,0.07
113218,-0.06
113219,-0.07
113220,0.13
113221,0.38
113222,0.12
113223,0.01
113224,0.09
113225,-0.0
113226,-0.0
113227,0.1
113228,0.16
113229,-0.02
113230,-0.09
113231,-0.21
113232,-0.13
113233,0.01
113234,-0.02
113235,0.11
113236,-0.05
113237,-0.19
113238,-0.15
113239,-0.08
113240,0.06
113241,0.04
113242,-0.08
113243,-0.16
113244,-0.17
113245,-0.05
113246,0.1
113247,-0.05
113248,-0.12
113249,-0.07
113250,-0.1
113251,-0.05
113252,0.03
113253,0.11
113254,0.08
113255,0.04
113256,-0.03
113257,0.01
113258,0.06
113259,-0.06
113260,-0.1
113261,-0.59
113262,-0.53
113263,0.06
113264,-0.13
113265,-0.25
113266,-0.02
113267,-0.01
113268,-0.21
113269,-0.04
113270,0.0
113271,0.08
113272,0.1
113273,-0.04
113274,-0.06
113275,-0.07
113276,-0.1
113277,0.02
113278,0.19
113279,0.07
113280,-0.03
113281,0.02
113282,-0.02
113283,-0.08
113284,-0.0
113285,-0.02
113286,-0.13
113287,-0.15
113288,-0.12
113289,-0.08
113290,-0.05
113291,-0.08
113292,-0.08
113293,-0.13
113294,0.02
113295,0.06
113296,-0.16
113297,-0.17
113298,-0.04
113299,-0.12
113300,-0.13
113301,-0.09
113302,-0.14
113303,-0.14
113304,0.15
113305,0.22
113306,0.14
113307,0.21
113308,-0.05
113309,-0.08
113310,0.06
113311,0.03
113312,-0.1
113313,-0.2
113314,-0.28
113315,-0.07
113316,0.28
113317,0.07
113318,-0.17
113319,0.06
113320,0.02
113321,-0.02
113322,0.09
113323,-0.11
113324,-0.03
113325,0.05
113326,-0.03
113327,-0.1
113328,-0.13
113329,-0.05
113330,-0.16
113331,-0.07
113332,-0.12
113333,-0.27
113334,-0.26
113335,0.04
113336,0.12
113337,0.03
113338,0.01
113339,-0.21
113340,-0.06
113341,0.19
113342,0.04
113343,-0.37
113344,-0.43
113345,-0.27
113346,0.06
113347,-0.12
113348,-0.38
113349,0.01
113350,0.29
113351,0.48
113352,0.38
113353,0.03
113354,-0.08
113355,-0.1
113356,0.17
113357,0.18
113358,-0.11
113359,0.06
113360,0.03
113361,-0.18
113362,-0.08
113363,0.02
113364,-0.02
113365,-0.12
113366,-0.23
113367,-0.12
113368,0.22
113369,0.43
113370,0.29
113371,0.12
113372,0.07
113373,-0.08
113374,-0.12
113375,0.1
113376,0.09
113377,0.19
113378,0.26
113379,0.11
113380,0.15
113381,-0.06
113382,-0.14
113383,0.13
113384,0.07
113385,0.09
113386,0.21
113387,0.17
113388,0.02
113389,-0.09
113390,-0.07
113391,-0.04
113392,-0.12
113393,-0.17
113394,-0.04
113395,0.03
113396,-0.16
113397,-0.03
113398,0.21
113399,0.04
113400,0.14
113401,0.2
113402,-0.03
113403,0.01
113404,0.04
113405,-0.01
113406,0.24
113407,0.02
113408,-0.21
113409,-0.09
113410,-0.09
113411,0.04
113412,0.19
113413,0.12
113414,-0.03
113415,-0.08
113416,-0.08
113417,-0.03
113418,-0.09
113419,-0.14
113420,-0.01
113421,0.11
113422,0.03
113423,-0.15
113424,-0.04
113425,0.08
113426,-0.17
113427,-0.23
113428,-0.06
113429,0.13
113430,0.22
113431,0.16
113432,0.19
113433,0.03
113434,-0.14
113435,-0.05
113436,0.07
113437,0.0
113438,-0.05
113439,-0.0
113440,0.07
113441,0.09
113442,-0.05
113443,-0.19
113444,-0.16
113445,0.11
113446,0.2
113447,0.09
113448,0.03
113449,-0.09
113450,0.04
113451,0.08
113452,-0.12
113453,-0.18
113454,-0.09
113455,-0.14
113456,-0.04
113457,0.21
113458,0.12
113459,-0.15
113460,-0.25
113461,-0.11
113462,-0.14
113463,-0.21
113464,-0.16
113465,-0.12
113466,0.11
113467,0.12
113468,0.05
113469,0.09
113470,0.01
113471,-0.11
113472,-0.11
113473,-0.17
113474,-0.37
113475,-0.23
113476,-0.11
113477,0.1
113478,0.12
113479,-0.17
113480,0.07
113481,0.25
113482,0.1
113483,-0.08
113484,-0.24
113485,-0.01
113486,0.11
113487,0.09
113488,0.2
113489,0.09
113490,0.04
113491,-0.02
113492,-0.21
113493,-0.09
113494,-0.02
113495,-0.14
113496,-0.09
113497,-0.19
113498,-0.15
113499,0.2
113500,0.3
113501,0.34
113502,0.14
113503,0.06
113504,0.06
113505,-0.13
113506,0.04
113507,0.12
113508,-0.05
113509,0.02
113510,0.26
113511,0.14
113512,0.07
113513,0.16
113514,0.12
113515,0.03
113516,0.0
113517,0.08
113518,-0.07
113519,-0.11
113520,-0.07
113521,-0.15
113522,-0.1
113523,-0.05
113524,0.05
113525,-0.02
113526,-0.02
113527,0.09
113528,0.02
113529,-0.0
113530,-0.05
113531,0.21
113532,0.43
113533,0.18
113534,-0.17
113535,-0.09
113536,0.09
113537,-0.02
113538,-0.13
113539,-0.13
113540,-0.13
113541,-0.01
113542,0.14
113543,-0.02
113544,-0.16
113545,0.04
113546,-0.1
113547,-0.23
113548,-0.17
113549,-0.19
113550,-0.02
113551,0.12
113552,0.07
113553,-0.03
113554,-0.02
113555,0.01
113556,-0.07
113557,-0.19
113558,-0.14
113559,0.04
113560,0.07
113561,0.07
113562,-0.01
113563,-0.12
113564,-0.06
113565,-0.1
113566,-0.02
113567,0.11
113568,0.05
113569,0.05
113570,0.04
113571,0.1
113572,0.05
113573,-0.18
113574,-0.19
113575,-0.03
113576,0.18
113577,0.04
113578,-0.11
113579,-0.11
113580,-0.21
113581,0.01
113582,-0.03
113583,-0.13
113584,-0.03
113585,0.05
113586,0.06
113587,0.1
113588,0.34
113589,0.2
113590,0.05
113591,0.14
113592,0.08
113593,-0.1
113594,-0.17
113595,-0.14
113596,-0.26
113597,-0.24
113598,-0.03
113599,0.08
113600,-0.0
113601,-0.14
113602,-0.21
113603,-0.07
113604,0.08
113605,0.05
113606,0.13
113607,-0.02
113608,-0.02
113609,0.1
113610,0.01
113611,0.05
113612,-0.18
113613,-0.27
113614,-0.18
113615,-0.18
113616,-0.17
113617,-0.06
113618,0.26
113619,0.12
113620,0.01
113621,0.08
113622,-0.18
113623,-0.21
113624,-0.33
113625,-0.19
113626,-0.04
113627,-0.05
113628,0.22
113629,0.48
113630,0.59
113631,0.29
113632,0.09
113633,0.06
113634,0.09
113635,0.06
113636,-0.09
113637,-0.16
113638,0.16
113639,0.3
113640,0.05
113641,0.04
113642,-0.05
113643,-0.12
113644,-0.06
113645,-0.0
113646,-0.12
113647,-0.19
113648,0.03
113649,0.01
113650,-0.15
113651,-0.11
113652,-0.14
113653,-0.18
113654,0.05
113655,-0.04
113656,-0.2
113657,-0.3
113658,-0.01
113659,0.2
113660,-0.04
113661,-0.13
113662,-0.09
113663,0.23
113664,0.17
113665,0.22
113666,0.29
113667,-0.02
113668,-0.2
113669,-0.09
113670,-0.03
113671,-0.14
113672,-0.16
113673,-0.06
113674,-0.07
113675,-0.08
113676,-0.04
113677,-0.16
113678,-0.06
113679,0.01
113680,0.14
113681,0.24
113682,0.06
113683,-0.14
113684,-0.0
113685,0.25
113686,0.21
113687,0.16
113688,0.1
113689,0.02
113690,-0.08
113691,0.05
113692,0.1
113693,-0.11
113694,0.02
113695,0.09
113696,0.05
113697,-0.01
113698,-0.06
113699,0.05
113700,-0.02
113701,-0.21
113702,-0.2
113703,-0.08
113704,0.08
113705,0.27
113706,0.36
113707,0.23
113708,0.09
113709,-0.03
113710,-0.15
113711,-0.14
113712,-0.12
113713,-0.11
113714,-0.08
113715,0.09
113716,0.05
113717,-0.13
113718,-0.09
113719,-0.04
113720,-0.12
113721,-0.09
113722,0.09
113723,0.19
113724,0.12
113725,-0.06
113726,-0.1
113727,-0.0
113728,-0.1
113729,-0.05
113730,0.15
113731,0.26
113732,0.13
113733,-0.14
113734,-0.02
113735,0.11
113736,-0.04
113737,-0.2
113738,-0.2
113739,-0.08
113740,-0.02
113741,0.22
113742,0.34
113743,0.19
113744,0.21
113745,0.07
113746,-0.09
113747,-0.07
113748,-0.12
113749,-0.1
113750,0.07
113751,0.01
113752,-0.04
113753,0.15
113754,0.2
113755,0.11
113756,-0.06
113757,0.07
113758,0.18
113759,-0.06
113760,0.02
113761,0.07
113762,-0.05
113763,0.03
113764,-0.01
113765,-0.08
113766,-0.17
113767,-0.08
113768,0.02
113769,0.04
113770,0.07
113771,-0.06
113772,-0.02
113773,-0.03
113774,0.0
113775,0.0
113776,0.02
113777,0.05
113778,0.18
113779,0.37
113780,0.25
113781,0.03
113782,-0.02
113783,-0.07
113784,-0.14
113785,-0.12
113786,-0.05
113787,0.15
113788,0.03
113789,-0.03
113790,0.06
113791,-0.07
113792,-0.06
113793,-0.06
113794,-0.03
113795,0.02
113796,-0.09
113797,-0.08
113798,0.06
113799,0.06
113800,-0.02
113801,-0.06
113802,0.03
113803,0.11
113804,-0.03
113805,-0.05
113806,-0.03
113807,-0.04
113808,-0.08
113809,-0.07
113810,-0.03
113811,0.05
113812,0.09
113813,0.05
113814,-0.02
113815,-0.14
113816,-0.06
113817,0.1
113818,-0.0
113819,-0.01
113820,0.18
113821,0.07
113822,-0.02
113823,-0.0
113824,-0.05
113825,0.04
113826,-0.06
113827,-0.18
113828,0.08
113829,0.22
113830,0.03
113831,-0.14
113832,-0.09
113833,-0.03
113834,-0.06
113835,-0.02
113836,-0.06
113837,-0.13
113838,0.02
113839,0.29
113840,0.1
113841,-0.26
113842,-0.17
113843,-0.2
113844,-0.05
113845,0.03
113846,-0.19
113847,-0.13
113848,-0.0
113849,0.12
113850,0.02
113851,-0.17
113852,-0.1
113853,0.07
113854,0.06
113855,0.02
113856,0.1
113857,0.04
113858,-0.0
113859,0.07
113860,0.02
113861,2.01
113862,1.9
113863,-0.09
113864,-0.02
113865,-0.11
113866,-0.13
113867,0.01
113868,-0.03
113869,-0.21
113870,-0.24
113871,0.14
113872,0.26
113873,0.07
113874,0.01
113875,-0.07
113876,0.06
113877,-0.23
113878,-0.14
113879,0.24
113880,-0.06
113881,-0.2
113882,-0.25
113883,0.01
113884,0.22
113885,-0.0
113886,0.1
113887,0.08
113888,-0.06
113889,-0.17
113890,-0.01
113891,0.18
113892,0.1
113893,0.1
113894,0.07
113895,0.06
113896,-0.03
113897,-0.01
113898,0.05
113899,0.11
113900,0.06
113901,-0.01
113902,0.01
113903,-0.08
113904,0.01
113905,0.08
113906,0.06
113907,0.11
113908,0.13
113909,0.02
113910,-0.08
113911,0.02
113912,-0.04
113913,0.06
113914,0.11
113915,0.01
113916,0.04
113917,-0.04
113918,-0.12
113919,-0.17
113920,-0.08
113921,-1.73
113922,-1.72
113923,-0.1
113924,-0.12
113925,-0.04
113926,-0.12
113927,-0.12
113928,-0.01
113929,0.01
113930,0.11
113931,0.11
113932,-0.13
113933,-0.04
113934,-0.09
113935,-0.18
113936,-0.02
113937,-0.04
113938,-0.03
113939,0.0
113940,0.08
113941,-0.03
113942,-0.04
113943,0.06
113944,0.01
113945,0.01
113946,0.06
113947,0.05
113948,-0.06
113949,-0.04
113950,0.02
113951,-0.1
113952,-0.05
113953,0.09
113954,0.04
113955,0.22
113956,0.22
113957,0.05
113958,0.07
113959,-0.01
113960,-0.03
113961,-0.1
113962,-0.1
113963,0.09
113964,0.11
113965,0.13
113966,0.07
113967,0.03
113968,0.07
113969,0.09
113970,0.16
113971,0.05
113972,0.06
113973,0.09
113974,0.09
113975,0.06
113976,-0.14
113977,0.0
113978,0.14
113979,0.09
113980,0.01
113981,0.1
113982,0.32
113983,0.16
113984,-0.16
113985,-0.03
113986,-0.08
113987,-0.33
113988,-0.08
113989,-0.01
113990,-0.13
113991,-0.05
113992,-0.03
113993,-0.01
113994,-0.03
113995,-0.11
113996,-0.14
113997,-0.02
113998,0.03
113999,0.0
114000,0.05
114001,-0.02
114002,-0.02
114003,-0.02
114004,-0.02
114005,0.0
114006,-0.14
114007,-0.21
114008,-0.11
114009,0.15
114010,0.09
114011,-0.09
114012,0.16
114013,0.1
114014,-0.16
114015,-0.09
114016,0.03
114017,0.11
114018,-0.17
114019,-0.2
114020,-0.01
114021,-0.01
114022,0.03
114023,0.0
114024,0.04
114025,-0.03
114026,-0.02
114027,0.04
114028,0.12
114029,-0.05
114030,-0.09
114031,0.02
114032,0.07
114033,0.03
114034,-0.05
114035,0.05
114036,0.03
114037,-0.01
114038,0.03
114039,0.09
114040,0.14
114041,0.17
114042,0.05
114043,-0.08
114044,0.08
114045,-0.2
114046,-0.45
114047,-0.29
114048,-0.04
114049,0.11
114050,0.03
114051,0.0
114052,-0.15
114053,-0.16
114054,0.06
114055,-0.0
114056,0.17
114057,0.3
114058,0.07
114059,0.14
114060,0.23
114061,0.17
114062,-0.08
114063,0.07
114064,0.22
114065,-0.03
114066,-0.17
114067,-0.07
114068,0.01
114069,-0.06
114070,-0.01
114071,-0.06
114072,-0.14
114073,-0.1
114074,-0.08
114075,-0.1
114076,0.13
114077,0.1
114078,-0.01
114079,0.12
114080,0.11
114081,0.08
114082,0.11
114083,0.11
114084,0.1
114085,0.07
114086,0.07
114087,0.01
114088,-0.09
114089,-0.08
114090,-0.11
114091,-0.11
114092,-0.03
114093,0.05
114094,0.02
114095,-0.02
114096,0.01
114097,0.16
114098,0.05
114099,-0.0
114100,0.05
114101,0.01
114102,0.0
114103,0.08
114104,0.16
114105,0.22
114106,-0.02
114107,-0.08
114108,0.03
114109,-0.05
114110,0.13
114111,0.11
114112,-0.01
114113,0.09
114114,0.18
114115,0.24
114116,0.33
114117,0.18
114118,0.06
114119,-0.14
114120,-0.34
114121,-0.09
114122,0.07
114123,0.0
114124,0.06
114125,-0.1
114126,-0.24
114127,-0.06
114128,0.01
114129,0.07
114130,-0.01
114131,-0.12
114132,-0.09
114133,-0.05
114134,0.06
114135,-0.13
114136,-0.17
114137,-0.19
114138,-0.14
114139,-0.14
114140,-0.15
114141,0.13
114142,-0.36
114143,-0.35
114144,0.11
114145,-0.04
114146,-0.29
114147,-0.45
114148,-0.32
114149,-0.23
114150,-0.09
114151,0.3
114152,0.19
114153,-0.15
114154,-0.38
114155,-0.41
114156,-0.01
114157,-0.21
114158,-0.3
114159,-0.26
114160,-0.53
114161,3.3
114162,3.72
114163,0.22
114164,0.05
114165,-0.13
114166,-0.16
114167,0.0
114168,-0.06
114169,-0.28
114170,-0.08
114171,-0.04
114172,-0.13
114173,0.05
114174,0.1
114175,0.03
114176,0.02
114177,0.16
114178,0.11
114179,-0.15
114180,0.02
114181,0.17
114182,-0.03
114183,-0.09
114184,-0.09
114185,-0.17
114186,-0.12
114187,0.02
114188,-0.04
114189,-0.11
114190,-0.02
114191,0.09
114192,0.13
114193,0.15
114194,-0.06
114195,-0.17
114196,-0.12
114197,-0.08
114198,-0.02
114199,-0.09
114200,0.01
114201,0.05
114202,0.0
114203,0.15
114204,0.11
114205,0.08
114206,0.07
114207,0.04
114208,0.12
114209,-0.01
114210,-0.07
114211,-0.05
114212,-0.1
114213,0.07
114214,0.09
114215,0.0
114216,-0.01
114217,0.06
114218,0.15
114219,0.01
114220,-0.05
114221,-0.04
114222,-0.15
114223,-0.19
114224,0.11
114225,0.34
114226,0.27
114227,0.16
114228,0.05
114229,0.05
114230,-0.05
114231,-0.07
114232,0.05
114233,0.09
114234,-0.06
114235,-0.13
114236,-0.07
114237,0.02
114238,0.04
114239,-0.06
114240,-0.05
114241,0.03
114242,0.01
114243,0.03
114244,0.05
114245,0.04
114246,0.08
114247,0.17
114248,0.24
114249,0.09
114250,-0.08
114251,0.06
114252,0.17
114253,-0.07
114254,-0.14
114255,-0.03
114256,-0.06
114257,0.0
114258,0.02
114259,0.0
114260,0.03
114261,-0.05
114262,-0.1
114263,0.0
114264,0.05
114265,-0.05
114266,-0.01
114267,-0.05
114268,-0.03
114269,0.04
114270,0.02
114271,0.04
114272,0.06
114273,0.04
114274,-0.01
114275,0.0
114276,-0.04
114277,-0.11
114278,0.03
114279,0.07
114280,0.06
114281,0.21
114282,0.14
114283,-0.14
114284,-0.28
114285,-0.21
114286,-0.11
114287,-0.04
114288,-0.16
114289,-0.09
114290,0.1
114291,-0.01
114292,-0.04
114293,0.02
114294,0.06
114295,0.08
114296,0.09
114297,0.05
114298,0.14
114299,0.12
114300,-0.04
114301,0.0
114302,-0.05
114303,-0.06
